,name,salary_from,salary_to,salary_currency,area_name,published_at
2314,Руководитель проектов по Битрикс24,,125000.0,RUR,Санкт-Петербург,2022-12-15T14:51:31+0300
2315,Mobile QA automation,200000.0,,RUR,Москва,2022-12-15T15:22:34+0300
2316,Монтажник РЭА и приборов,,,,Минск,2022-12-15T15:02:59+0300
2317,Токарь на универсальный станок в Ноябрьске,,,,Нижневартовск,2022-12-15T13:13:14+0300
2318,Разработчик FPGA (ПЛИС),,,,Нижний Новгород,2022-12-15T13:29:45+0300
2319,Системный администратор,,,,Глазов,2022-12-15T16:20:01+0300
2320,Контролер технического состояния ТС,48000.0,,RUR,Красноярск,2022-12-15T13:21:21+0300
2321,Программист 1С,,,,Москва,2022-12-15T12:18:08+0300
2322,Столяр-краснодеревщик,35000.0,65000.0,RUR,Ижевск,2022-12-15T12:23:29+0300
2323,Разработчик моделей цифровых систем беспроводной связи,,,,Нижний Новгород,2022-12-15T13:23:21+0300
2324,Python разработчик (middle),120000.0,,RUR,Екатеринбург,2022-12-15T16:01:59+0300
2325,Middle/Senior Python Developer,,,,Минск,2022-12-15T15:54:56+0300
2326,Директор по продукту,,,,Москва,2022-12-15T16:08:19+0300
2327,Консультант MES,,,,Нижний Новгород,2022-12-15T17:33:33+0300
2328,Главный системный администратор,75000.0,90000.0,RUR,Самара,2022-12-15T14:52:12+0300
2329,Golang developer,,,,Санкт-Петербург,2022-12-15T12:15:08+0300
2330,SRE инженер,,,,Москва,2022-12-15T15:44:25+0300
2331,Ведущий инженер,60000.0,,RUR,Екатеринбург,2022-12-15T14:53:21+0300
2332,Сервисный инженер (Микрохирургия),,,,Москва,2022-12-15T15:16:14+0300
2333,Системный аналитик,140000.0,140000.0,RUR,Москва,2022-12-15T15:59:23+0300
2334,Дизайнер рекламных материалов,,,,Краснодар,2022-12-15T15:41:21+0300
2335,Go-разработчик в рейтинги и отзывы (Middle +),,,,Ижевск,2022-12-15T13:14:53+0300
2336,Механик,50000.0,,RUR,Ижевск,2022-12-15T15:42:59+0300
2337,Мастер по ремонту оборудования,1000.0,1500.0,BYR,Минск,2022-12-15T16:07:43+0300
2338,Product Marketing manager,,,,Москва,2022-12-15T15:02:57+0300
2339,Системный аналитик,,,,Екатеринбург,2022-12-15T15:03:52+0300
2340,Технический писатель отдела разработки,,,,Санкт-Петербург,2022-12-15T12:57:24+0300
2341,Главный системный аналитик,,,,Москва,2022-12-15T13:24:31+0300
2342,Инженер АСУТП на ветроэлектростанцию,,,,Элиста,2022-12-15T14:22:46+0300
2343,Главный специалист по аналитике информационной безопасности,,,,Москва,2022-12-15T12:20:15+0300
2344,Руководитель направления 1С/Руководитель группы 1С,,,,Москва,2022-12-15T13:39:21+0300
2345,Механик по ремонту грузовых автомобилей,,,,Коряжма,2022-12-15T16:12:48+0300
2346,Руководитель проекта автоматизации учета документарных операций,,,,Москва,2022-12-15T16:34:03+0300
2347,Technical Product Owner (remote),,,,Москва,2022-12-15T16:38:31+0300
2348,Токарь-универсал,94000.0,120000.0,RUR,Шуя,2022-12-15T16:07:46+0300
2349,Специалист по разметке данных,3000000.0,,UZS,Ташкент,2022-12-15T12:47:18+0300
2350,Аналитик (удаленно),,,,Рязань,2022-12-15T12:37:19+0300
2351,Графический дизайнер,,,,Москва,2022-12-15T14:03:45+0300
2352,Программист-разработчик,150000.0,,RUR,Москва,2022-12-15T14:13:07+0300
2353,Приходящий системный администратор/инженер (IT-аутсорсинг),,,,Югорск,2022-12-15T12:17:09+0300
2354,Специалист по продаже запасных частей и сервиса,,,,Волгоград,2022-12-15T13:54:30+0300
2355,IТ инженер (Ленинградская область),66000.0,,RUR,Пушкин,2022-12-15T16:52:26+0300
2356,Android разработчик в Яндекс.Карты,,,,Москва,2022-12-15T16:54:11+0300
2357,Токарь 3 разряд,130000.0,,RUR,Бежецк,2022-12-15T16:21:51+0300
2358,Специалист сервисного центра,30000.0,50000.0,RUR,Тамбов,2022-12-15T14:15:52+0300
2359,Копирайтер (gamedev),,,,Москва,2022-12-15T12:23:29+0300
2360,Инженер АПС,250000.0,,KZT,Алматы,2022-12-15T12:03:52+0300
2361,Помощник директора по развитию,50000.0,50000.0,RUR,Казань,2022-12-15T14:14:37+0300
2362,Менеджер по информационной безопасности,,,,Москва,2022-12-15T14:07:50+0300
2363,Бизнес-аналитик / Специалист по регламентации бизнес-процессов,,,,Москва,2022-12-15T15:07:32+0300
2364,Программист,,,,Томск,2022-12-15T13:09:16+0300
2365,Аналитик Siebel,,,,Москва,2022-12-15T14:57:41+0300
2366,Специалист по обслуживанию слаботочных систем/техник/инженер,60000.0,65000.0,RUR,Санкт-Петербург,2022-12-15T12:57:30+0300
2367,Ведущий инженер (системный администратор) в МТ Кванториум,25000.0,30000.0,RUR,Саратов,2022-12-15T14:52:40+0300
2368,Ведущий программист систем диспетчеризации,120000.0,170000.0,RUR,Москва,2022-12-15T13:03:14+0300
2369,Middle Frontend developer (Vue.js/Nuxt),126000.0,193000.0,RUR,Новосибирск,2022-12-15T14:37:33+0300
2370,Менеджер товародвижения (Управление товарными запасами магазинов),,,,Москва,2022-12-15T16:27:40+0300
2371,"Техник по эксплуатации ТРЦ (1/3), м. Полежаевская",50215.0,50215.0,RUR,Москва,2022-12-15T12:44:54+0300
2372,Middle game designer,,,,Москва,2022-12-15T16:11:01+0300
2373,Консультант-аналитик 1С (бухгалтерский учёт),,,,Санкт-Петербург,2022-12-15T16:22:55+0300
2374,Ведущий бизнес-аналитик Jira,,,,Пермь,2022-12-15T14:07:41+0300
2375,Руководитель направления претензионной работы (СБП),,,,Москва,2022-12-15T13:42:00+0300
2376,Инженер сопровождения продукта (L3),,,,Нижний Новгород,2022-12-15T14:51:26+0300
2377,Senior Frontend Developer (Yepp),5000.0,7000.0,EUR,Кипр,2022-12-15T17:54:55+0300
2378,Менеджер маркетплейсов,,,,Рязань,2022-12-15T13:50:25+0300
2379,Сервисный инженер,,,,Касимов,2022-12-15T16:06:32+0300
2380,Junior PHP-разработчик,40000.0,,RUR,Ижевск,2022-12-15T16:50:19+0300
2381,Оператор станков с программным управлением (Екатеринбург),120000.0,,RUR,Новоуральск,2022-12-15T12:48:14+0300
2382,Менеджер по продажам ИТ (компьютеры и оргтехника),,,,Ташкент,2022-12-15T14:32:28+0300
2383,Механик/Инженер сервиса,90000.0,,RUR,Саратов,2022-12-15T15:38:42+0300
2384,Оператор станка с ЧПУ,60000.0,80000.0,RUR,Реж,2022-12-15T14:22:53+0300
2385,ИТ консультант (с глубокой инженерной экспертизой),,,,Москва,2022-12-15T12:20:39+0300
2386,Проектный аналитик,,120000.0,RUR,Екатеринбург,2022-12-15T14:59:17+0300
2387,Data engineer,,,,Санкт-Петербург,2022-12-15T12:28:08+0300
2388,Middle Java Developer в Черногорию,,,,Тольятти,2022-12-15T13:27:29+0300
2389,Backend- разработчик Node js (Middle-Senior),15000000.0,40000000.0,UZS,Ташкент,2022-12-15T13:34:34+0300
2390,Специалист отдела поддержки пользователей систем автострахования,60000.0,90000.0,RUR,Москва,2022-12-15T16:22:12+0300
2391,Ведущий PHP/Laravel разработчик (Team Lead),,,,Москва,2022-12-15T12:16:57+0300
2392,Ведущий специалист ИТ/Системный администратор (Техническая поддержка),60000.0,60000.0,RUR,Уссурийск,2022-12-15T16:32:35+0300
2393,Менеджер по продажам/менеджер по работе с дизайнерами и архитекторами,88000.0,200000.0,RUR,Санкт-Петербург,2022-12-15T15:07:38+0300
2394,Системный аналитик (Платформа казначейства),,,,Москва,2022-12-15T14:46:45+0300
2395,Senior Product Designer (Warehouse Management System (WMS)),,,,Москва,2022-12-15T17:53:05+0300
2396,Системный администратор (Active Directory),,,,Москва,2022-12-15T12:49:00+0300
2397,Руководитель проекта Битрикс24,,125000.0,RUR,Краснодар,2022-12-15T16:10:04+0300
2398,Консультант SAP MM/SD,,,,Москва,2022-12-15T15:42:10+0300
2399,Оператор станка с ЧПУ,45000.0,,RUR,Тверь,2022-12-15T13:24:03+0300
2400,Оператор станка ЧПУ,,,,Калининград,2022-12-15T12:02:23+0300
2401,Главный механик,,,,Ноябрьск,2022-12-15T15:07:28+0300
2402,Python developer Middle+,200000.0,220000.0,RUR,Москва,2022-12-15T17:22:30+0300
2403,Главный механик на деревообрабатывающий завод,,,,Архангельск,2022-12-15T16:58:17+0300
2404,Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Шуя,2022-12-15T15:26:38+0300
2405,Технический писатель-аналитик,,,,Москва,2022-12-15T12:25:51+0300
2406,Системный администратор Linux,150000.0,200000.0,RUR,Москва,2022-12-15T15:29:54+0300
2407,Токарь-универсал,94000.0,120000.0,RUR,Нижний Новгород,2022-12-15T16:07:46+0300
2408,Архитектор (проектный офис отраслевых решений),250000.0,,RUR,Москва,2022-12-15T14:52:15+0300
2409,Менеджер отдела творческих проектов и инвестиций (менеджмент в области культуры и образования),30000.0,,RUR,Самара,2022-12-15T14:50:34+0300
2410,"Специалист технической поддержки 1С ЗУП, Бухгалтерия и ERP",70000.0,,RUR,Новосибирск,2022-12-15T12:14:09+0300
2411,Токарь,50000.0,,RUR,Курган,2022-12-15T12:58:08+0300
2412,Инженер-программист АСУ,50000.0,90000.0,RUR,Санкт-Петербург,2022-12-15T16:07:07+0300
2413,Инженер сопровождения продукта (L3),,,,Екатеринбург,2022-12-15T14:54:52+0300
2414,Старший системный администратор,,,,Москва,2022-12-15T14:47:07+0300
2415,Системный аналитик,170000.0,,RUR,Москва,2022-12-15T16:00:58+0300
