,name,salary_from,salary_to,salary_currency,area_name,published_at
579,Главный продуктовый/бизнес аналитик,,,,Москва,2022-12-15T10:52:15+0300
580,Старший администратор по сопровождению информационных систем (банковские карты),64000.0,,RUR,Набережные Челны,2022-12-15T09:49:40+0300
581,Технический писатель,,,,Санкт-Петербург,2022-12-15T11:10:08+0300
582,Инженер по оборудованию,55000.0,70000.0,RUR,Новосибирск,2022-12-15T10:05:25+0300
583,Второй механик,200000.0,,RUR,Хабаровск,2022-12-15T09:29:28+0300
584,Фрезеровщик,,,,Ярославль,2022-12-15T09:36:56+0300
585,Техник по обслуживанию домофонов,46000.0,,RUR,Ростов-на-Дону,2022-12-15T11:42:48+0300
586,Системный аналитик/Бизнес-аналитик,,,,Екатеринбург,2022-12-15T07:57:16+0300
587,Второй механик,200000.0,,RUR,Петропавловск-Камчатский,2022-12-15T09:29:28+0300
588,Системный администратор,36000.0,43000.0,RUR,Барнаул,2022-12-15T10:04:14+0300
589,Механик по транспорту,70000.0,,RUR,Рязань,2022-12-15T11:36:31+0300
590,Механик,150000.0,180000.0,RUR,Иркутск,2022-12-15T10:15:54+0300
591,"Разработчик по роботизации процессов RPA, C#",,,,Москва,2022-12-15T10:29:24+0300
592,Инженер по эксплуатации аудио-визуального комплекса,,,,Санкт-Петербург,2022-12-15T11:52:52+0300
593,Фрезеровщик,,,,Пермь,2022-12-15T09:36:56+0300
594,Системный администратор,,,,Самара,2022-12-15T10:07:15+0300
595,Junior разработчик (поисковая выдача),,65000.0,RUR,Москва,2022-12-15T09:25:29+0300
596,Руководитель проекта (cоциальные объекты),,,,Москва,2022-12-15T09:49:53+0300
597,Главный специалист (информационная безопасность),98000.0,98000.0,RUR,Находка,2022-12-15T06:47:59+0300
598,Ученик мастера по ремонту телефонов и планшетов,30000.0,,RUR,Томск,2022-12-15T11:40:55+0300
599,Оператор токарного станка с ЧПУ,,,,Дубна,2022-12-15T09:54:49+0300
600,Бизнес-аналитик / Технический писатель / Аналитик (Опыт в IT),120000.0,,RUR,Санкт-Петербург,2022-12-15T09:53:34+0300
601,Системный администратор,110000.0,140000.0,RUR,Москва,2022-12-15T11:05:50+0300
602,Digital marketing manager,,,,Алматы,2022-12-15T06:58:33+0300
603,Системный администратор,,,,Москва,2022-12-15T11:26:17+0300
604,Оператор-наладчик фрезерного станка с ЧПУ,75000.0,,RUR,Чапаевск,2022-12-15T10:10:25+0300
605,Оператор станков с ЧПУ,40000.0,60000.0,RUR,Чебоксары,2022-12-15T08:09:11+0300
606,Консультант 1С:ЗУП,50000.0,80000.0,RUR,Ярославль,2022-12-15T11:33:07+0300
607,Оператор станков с программным управлением,40000.0,80000.0,RUR,Ясногорск,2022-12-15T09:28:38+0300
608,Фрезеровщик,,,,Челябинск,2022-12-15T09:36:56+0300
609,Системный аналитик (направление продуктовой разработки),,,,Москва,2022-12-15T11:07:42+0300
610,Специалист по анализу и разработке производственных технологий,,,,Лобня,2022-12-15T07:14:55+0300
611,Программист,40000.0,,RUR,Краснодар,2022-12-15T09:02:40+0300
612,Менеджер ИТ,,,,Волжский (Волгоградская область),2022-12-15T11:34:59+0300
613,Слесарь по ремонту строительной и грузовой техники,60000.0,,RUR,Полотняный Завод,2022-12-15T09:02:32+0300
614,Веб-разработчик (главный специалист),55000.0,71000.0,RUR,Иркутск,2022-12-15T08:23:10+0300
615,Координатор (менеджер/руководитель проекта) по этнокультурным проектам,300000.0,350000.0,KZT,Астана,2022-12-15T07:44:33+0300
616,Технический писатель,,,,Казань,2022-12-15T11:10:08+0300
617,QA engineer (remote),,1500.0,USD,Москва,2022-12-15T08:04:14+0300
618,Аналитик-программист,,,,Старый Оскол,2022-12-15T10:15:54+0300
619,Технический писатель,,,,Нижний Новгород,2022-12-15T11:10:08+0300
620,Системный администратор Linux,,,,Москва,2022-12-15T09:08:45+0300
621,Сервисный инженер,65000.0,65000.0,RUR,Санкт-Петербург,2022-12-15T11:00:52+0300
622,Инженер технической поддержки,50000.0,,RUR,Мурманск,2022-12-15T10:17:15+0300
623,Менеджер сервисной службы,30000.0,150000.0,RUR,Ярославль,2022-12-15T09:53:44+0300
624,"Расточник, Ижевск",120000.0,,RUR,Уфа,2022-12-15T07:33:20+0300
625,Ученик компьютерного мастера / Начинающий специалист / Мастер по ремонту компьютеров и ноутбуков,30000.0,80000.0,RUR,Саратов,2022-12-15T08:31:25+0300
626,Системный аналитик ПО,,,,Москва,2022-12-15T10:26:18+0300
627,Инженер - программист (поддержка CRM),,,,Казань,2022-12-15T10:30:16+0300
628,Специалист службы технической поддержки,26000.0,35000.0,RUR,Иркутск,2022-12-15T08:21:45+0300
629,Консультант-аналитик 1С (удаленно),80000.0,120000.0,RUR,Орел,2022-12-15T11:15:22+0300
630,Оператор станков с ПУ,60000.0,120000.0,RUR,Верхняя Пышма,2022-12-15T09:32:03+0300
631,Технический писатель,60000.0,100000.0,RUR,Пермь,2022-12-15T11:00:11+0300
632,Инженер по эксплуатации машинно-тракторного парка,,50000.0,RUR,Лабинск,2022-12-15T09:22:24+0300
633,Токарь,,,,Великие Луки,2022-12-15T08:52:56+0300
634,Оператор станков с ЧПУ,80000.0,120000.0,RUR,Стерлитамак,2022-12-15T08:57:47+0300
635,Sales and Commercial Analyst,,,,Алматы,2022-12-15T09:42:23+0300
636,Senior UX/UI дизайнер (Операционный CRM),,,,Москва,2022-12-15T09:58:12+0300
637,Оператор станков с ЧПУ (фрезерная группа),60000.0,,RUR,Чебоксары,2022-12-15T11:53:39+0300
638,Программист,90000.0,,RUR,Москва,2022-12-15T11:05:05+0300
639,Менеджер по продукту,,,,Мытищи,2022-12-15T11:13:10+0300
640,Менеджер проектов,24200.0,,RUR,Сызрань,2022-12-15T08:53:00+0300
641,Аналитик отдела продаж,,,,Челябинск,2022-12-15T07:56:47+0300
642,Специалист по контенту,,,,Тюмень,2022-12-15T10:29:46+0300
643,Релиз-инженер (DevOps),60000.0,80000.0,RUR,Красноярск,2022-12-15T09:33:11+0300
644,Наладчик станков с ЧПУ,80000.0,120000.0,RUR,Саратов,2022-12-15T08:56:50+0300
645,Аналитик (система целевого маркетинга),,,,Москва,2022-12-15T10:17:04+0300
646,Ведущий специалист отдела технической поддержки пользователей,,90000.0,RUR,Москва,2022-12-15T10:50:01+0300
647,Сервисный инженер - сварочное оборудование (на территории ОАЭ),,,,Санкт-Петербург,2022-12-15T09:48:51+0300
648,Senior Frontend Developer (Vue.js),4000.0,6500.0,USD,Тбилиси,2022-12-15T10:55:08+0300
649,Механик по выпуску автотранспорта,30000.0,35000.0,RUR,Уфа,2022-12-15T11:46:19+0300
650,Руководитель по работе с проектными институтами,80000.0,150000.0,RUR,Екатеринбург,2022-12-15T07:38:09+0300
651,Специалист по информационной безопасности,,,,Барнаул,2022-12-15T11:24:00+0300
652,Консультант-аналитик 1С,,,,Владивосток,2022-12-15T10:56:38+0300
653,Оператор станков с ПУ,78000.0,,RUR,Кронштадт,2022-12-15T11:07:28+0300
654,Мастер по ремонту электрооборудования (Инженер-электронщик),75000.0,,RUR,Чехов,2022-12-15T11:46:52+0300
655,Мастер-стажер / сервисный инженер по ремонту компьютеров,80000.0,,RUR,Санкт-Петербург,2022-12-15T09:13:41+0300
656,Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Москва,2022-12-15T09:22:57+0300
657,Фрезеровщик,,,,Кемерово,2022-12-15T09:36:56+0300
658,Администратор проекта,,80000.0,RUR,Казань,2022-12-15T11:01:48+0300
659,Аналитик данных,,,,Москва,2022-12-15T09:21:09+0300
660,Системный администратор,55000.0,,RUR,Чехов,2022-12-15T11:45:59+0300
661,Инженер-механик,53500.0,87000.0,RUR,Новосибирск,2022-12-15T11:18:14+0300
662,Системный аналитик,,,,Екатеринбург,2022-12-15T10:10:31+0300
663,English Editor (Proofreader),,,,Санкт-Петербург,2022-12-15T11:17:46+0300
664,Механик по оборудованию в участок МиРПО,117000.0,154000.0,RUR,Тюмень,2022-12-15T07:12:04+0300
665,Системный аналитик,80000.0,,RUR,Краснодар,2022-12-15T10:32:14+0300
666,Инженер,20000.0,23000.0,RUR,Хоринск,2022-12-15T08:51:35+0300
667,Специалист по промо,45000.0,,RUR,Вологда,2022-12-15T11:42:53+0300
668,Эксперт по вопросам интеграционных платежных сервисов,,,,Барнаул,2022-12-15T11:27:03+0300
669,Заместитель главного инженера,100000.0,,RUR,Муслюмово,2022-12-15T08:19:23+0300
670,Токарь,70000.0,90000.0,RUR,Набережные Челны,2022-12-15T11:43:25+0300
671,Системный администратор Linux,50000.0,,RUR,Пермь,2022-12-15T10:44:30+0300
672,Category Manager,50000.0,90000.0,KGS,Бишкек,2022-12-15T11:36:27+0300
673,Аналитик ЦФТ,,,,Москва,2022-12-15T11:23:51+0300
674,Токарь (г. Воронеж),100000.0,,RUR,Нововоронеж,2022-12-15T11:02:27+0300
675,Ведущий специалист по автоматизации учета на 1С,70000.0,,RUR,Пермь,2022-12-15T08:28:24+0300
676,Ведущий специалист (информационная безопасность),92000.0,92000.0,RUR,Хабаровск,2022-12-15T06:50:12+0300
677,Руководитель направления борьбы с БПЛА,,,,Москва,2022-12-15T08:56:10+0300
678,Computer Vision Engineer (Стажер),,,,Барнаул,2022-12-15T10:55:03+0300
679,Бизнес-аналитик (разработка АБС для индийского филиала Банка),,,,Москва,2022-12-15T11:06:09+0300
680,Главный специалист по информационной безопасности,160000.0,190000.0,RUR,Москва,2022-12-15T10:52:47+0300
681,Инженер-программист микроконтроллеров,30000.0,50000.0,RUR,Тула,2022-12-15T09:18:00+0300
682,Специалист по контенту,,,,Самара,2022-12-15T10:29:46+0300
683,Инженер-механик,,75400.0,RUR,Керчь,2022-12-15T08:44:26+0300
684,Заместитель начальника отдела анализа и оценки кредитных проектов крупного бизнеса,90000.0,,RUR,Ростов-на-Дону,2022-12-15T10:56:42+0300
685,Администратор проекта,,80000.0,RUR,Ижевск,2022-12-15T11:01:49+0300
686,Фрезеровщик,,,,Ржев,2022-12-15T09:36:56+0300
687,Фрезеровщик,,,,Екатеринбург,2022-12-15T09:36:56+0300
688,WEB разработчик,115000.0,,RUR,Москва,2022-12-15T09:17:09+0300
689,Слесарь по ремонту строительной и грузовой техники,60000.0,,RUR,Жилетово,2022-12-15T09:02:52+0300
690,"Консультант 1С (логистика, доставка)",,150000.0,RUR,Санкт-Петербург,2022-12-15T11:41:32+0300
691,Менеджер проекта/Аналитик,,,,Москва,2022-12-15T09:32:34+0300
692,Фрезеровщик,,,,Рязань,2022-12-15T09:36:56+0300
693,Оператор станков с ПУ,78000.0,,RUR,Ломоносов,2022-12-15T11:07:28+0300
694,Гравировщик фрезерного и лазерного гравировальных станков ЧПУ,50000.0,80000.0,RUR,Москва,2022-12-15T11:11:05+0300
695,Слесарь по ремонту строительной и грузовой техники,60000.0,,RUR,Товарково (Калужская область),2022-12-15T09:02:38+0300
696,Оператор чпу,75000.0,,RUR,Петергоф,2022-12-15T09:37:06+0300
697,IOS Developer,,,,Тбилиси,2022-12-15T10:29:54+0300
698,Фрезеровщик,,,,Новосибирск,2022-12-15T09:36:56+0300
699,Слесарь по ремонту строительной и грузовой техники,60000.0,,RUR,Пятовский,2022-12-15T09:02:29+0300
700,Эксперт по вопросам интеграционных платежных сервисов,,,,Санкт-Петербург,2022-12-15T11:27:03+0300
701,Менеджер по сопровождению проектов,80000.0,,RUR,Челябинск,2022-12-15T11:15:19+0300
702,Системный аналитик/Бизнес-аналитик,,,,Оренбург,2022-12-15T07:57:16+0300
703,Программист 1С,,,,Актобе,2022-12-15T07:29:58+0300
704,Оператор станков с ЧПУ,75000.0,75000.0,RUR,Балашиха,2022-12-15T09:56:52+0300
705,Менеджер IT-проектов,,,,Санкт-Петербург,2022-12-15T11:52:39+0300
706,Фрезеровщик,,,,Нижний Новгород,2022-12-15T09:36:56+0300
707,Электромеханик,,,,Новосибирск,2022-12-15T10:36:30+0300
708,Ведущий специалист по ИТ-инфраструктуре Отдела информационных технологий и телекоммуникаций,,,,Иркутск,2022-12-15T09:57:36+0300
709,Инженер по ремонту складской техники (jungheinrich),80000.0,,RUR,Жуковский,2022-12-15T10:12:26+0300
710,Специалист технической поддержки (2-я линия),65000.0,,RUR,Москва,2022-12-15T11:01:02+0300
711,"Fullstack разработчик (.NET, Angular)",,,,Саратов,2022-12-15T11:31:37+0300
712,Токарь,100000.0,,RUR,Воронеж,2022-12-15T11:33:20+0300
713,Менеджер проектов,,,,Томск,2022-12-15T07:12:18+0300
714,Фрезеровщик,,,,Ростов-на-Дону,2022-12-15T09:36:56+0300
715,Сетевой администратор,70000.0,100000.0,RUR,Краснодар,2022-12-15T10:32:14+0300
716,Фрезеровщик,60000.0,70000.0,RUR,Челябинск,2022-12-15T11:50:59+0300
717,Инженер-механик,,60000.0,RUR,Воронеж,2022-12-15T07:04:16+0300
718,Ведущий разработчик JAVA/Разработчик JAVA IFD,,,,Москва,2022-12-15T11:38:01+0300
719,Начальник отдела моделирования и прогнозной аналитики (Риски),,,,Москва,2022-12-15T10:55:08+0300
720,Инженер-диспетчер,,,,Кострома,2022-12-15T11:00:35+0300
721,Контент-аналитик,45000.0,45000.0,RUR,Владивосток,2022-12-15T09:44:34+0300
722,Токарь,80000.0,,RUR,Ростов-на-Дону,2022-12-15T09:56:29+0300
723,Аналитик,30000.0,35000.0,RUR,Казань,2022-12-15T10:38:41+0300
724,Копирайтер / Редактор / Оператор обработки текста и ввода данных (удаленно),,80000.0,RUR,Казань,2022-12-15T10:56:58+0300
725,Инженер-программист микроконтроллеров,50000.0,,RUR,Иваново (Ивановская область),2022-12-15T09:23:56+0300
726,Инженер систем мониторинга,190000.0,,RUR,Москва,2022-12-15T10:18:29+0300
727,Инсталлятор,48000.0,,RUR,Таврическое,2022-12-15T07:08:05+0300
728,Слесарь по ремонту строительной и грузовой техники,60000.0,,RUR,Кондрово,2022-12-15T09:02:57+0300
729,Наладчик станков с ЧПУ,80000.0,120000.0,RUR,Обнинск,2022-12-15T08:56:50+0300
730,Инженер-механик,50000.0,,RUR,Барнаул,2022-12-15T06:05:41+0300
731,Инженер-механик,60000.0,,RUR,Пермь,2022-12-15T08:19:50+0300
732,"Software Engineer (Golang, Storage)",,,,Москва,2022-12-15T08:29:57+0300
733,Фрезеровщик,,,,Саратов,2022-12-15T09:36:56+0300
734,Инженер (Технический писатель),73000.0,,RUR,Москва,2022-12-15T09:43:26+0300
735,Продуктовый аналитик / Data Analyst (в аккредитованную ИТ компанию),,,,Москва,2022-12-15T11:16:39+0300
736,Второй механик,200000.0,,RUR,Магадан,2022-12-15T09:29:28+0300
737,Менеджер технической службы (Главный инженер),,,,Пенза,2022-12-15T10:49:50+0300
738,Фрезеровщик,,,,Пенза,2022-12-15T09:36:56+0300
739,Помощник менеджера по продажам,22000.0,27000.0,RUR,Воронеж,2022-12-15T10:06:33+0300
740,Водитель - механик по выпуску ТС,,80000.0,RUR,Нижний Новгород,2022-12-15T10:08:48+0300
741,Механик-энергетик,35000.0,,RUR,Нижний Тагил,2022-12-15T09:39:24+0300
742,Токарь (г. Воронеж),100000.0,,RUR,Новая Усмань,2022-12-15T11:02:27+0300
743,Специалист по анализу и разработке производственных технологий,,,,Химки,2022-12-15T07:14:55+0300
744,Программист Битрикс ( ОЧНО ),220000.0,,RUR,Зеленоград,2022-12-15T11:10:56+0300
745,Software разработчик (Python Desktop),,,,Астана,2022-12-15T08:34:11+0300
746,Программист 1С (УДАЛЕННО),60000.0,,RUR,Томск,2022-12-15T07:01:03+0300
747,Токарь-фрезеровщик,60000.0,70000.0,RUR,Москва,2022-12-15T09:46:18+0300
748,Специалист по грантам/Грантрайтер,,,,Казань,2022-12-15T10:30:01+0300
749,Механик,74000.0,74000.0,RUR,Новокузнецк,2022-12-15T10:30:28+0300
750,Маркетолог-аналитик,50000.0,80000.0,RUR,Екатеринбург,2022-12-15T10:55:19+0300
751,Токарь,50000.0,,RUR,Тамбов,2022-12-15T09:04:47+0300
752,Программист-разработчик,50000.0,,RUR,Уфа,2022-12-15T10:48:01+0300
753,Инженер по ремонту,50000.0,,RUR,Энгельс,2022-12-15T09:32:25+0300
754,Менеджер по управлению продуктом (продукт - Нулевая миля),,,,Москва,2022-12-15T09:10:04+0300
755,Менеджер проектов (стройка),,,,Новосибирск,2022-12-15T07:20:31+0300
756,Специалист 1 разряда отдела информационных технологий,15000.0,30000.0,RUR,Волгоград,2022-12-15T10:20:42+0300
757,IT менеджер 1С,,,,Санкт-Петербург,2022-12-15T10:27:09+0300
758,Токарь,,,,Екатеринбург,2022-12-15T08:16:44+0300
759,Веб-дизайнер,,,,Владивосток,2022-12-15T06:27:38+0300
760,Монтажник слаботочных сетей связи,45000.0,60000.0,RUR,Санкт-Петербург,2022-12-15T11:27:08+0300
761,Software разработчик (Python Desktop),,,,Алматы,2022-12-15T08:34:06+0300
762,Электромонтёр линейных сооружений телефонной связи и радиофикации,50000.0,70000.0,RUR,Москва,2022-12-15T08:51:17+0300
763,Stream Product Owner / Лидер Стрима,,,,Москва,2022-12-15T10:19:26+0300
764,Токарь-расточник,130000.0,,RUR,Ижевск,2022-12-15T09:24:38+0300
765,Руководитель приоритетных инвестиционных проектов,,,,Нижний Новгород,2022-12-15T08:39:33+0300
766,Инженер по безопасности дорожного движения,80000.0,90000.0,RUR,Надым,2022-12-15T09:09:23+0300
767,Главный инженер по сопровождению,,,,Москва,2022-12-15T10:49:36+0300
768,Главный специалист отдела финансово-юридического сопровождения,,,,Москва,2022-12-15T09:32:02+0300
769,Менеджер администрирования сайтов,,,,Санкт-Петербург,2022-12-15T07:22:55+0300
770,"Руководитель строительных проектов (подрядные работы, нулевой цикл строительства)",180000.0,,RUR,Москва,2022-12-15T11:57:04+0300
771,Ведущий инженер-программист,100000.0,,RUR,Москва,2022-12-15T09:44:36+0300
772,Системный администратор,,,,Екатеринбург,2022-12-15T07:34:54+0300
773,Инженер-программист микроконтроллеров,50000.0,,RUR,Санкт-Петербург,2022-12-15T09:25:33+0300
774,Заместитель руководителя проекта в HR (аналитик данных),,130000.0,RUR,Нижний Новгород,2022-12-15T09:51:15+0300
775,Руководитель IT-отдела,90000.0,,RUR,Тольятти,2022-12-15T08:38:55+0300
776,"Дежурный инженер (Химки, 1-3)",,62000.0,RUR,Химки,2022-12-15T11:40:16+0300
777,Фрезеровщик,,,,Омск,2022-12-15T09:36:56+0300
778,Системный аналитик/ Бизнес-аналитик,,,,Москва,2022-12-15T09:56:18+0300
779,Специалист по контенту,,,,Новосибирск,2022-12-15T10:29:46+0300
780,Системный администратор Linux,,,,Ташкент,2022-12-15T07:52:12+0300
781,Механик по ремонту транспорта,1700.0,,BYR,Минск,2022-12-15T10:50:04+0300
782,Системный администратор,130000.0,,RUR,Москва,2022-12-15T09:27:47+0300
783,Ведущий инженер КИПиА,90000.0,117000.0,RUR,Дмитров,2022-12-15T08:15:55+0300
784,Шлифовщик-токарь (г.Ижевск),100000.0,,RUR,Ижевск,2022-12-15T07:34:09+0300
785,Программист 1С (удаленно),,,,Краснодар,2022-12-15T11:48:36+0300
786,Программист 1С,197000.0,,RUR,Санкт-Петербург,2022-12-15T10:05:34+0300
787,Инженер по ремонту складской техники ( jungheinrich),80000.0,,RUR,Люберцы,2022-12-15T10:13:37+0300
788,Дизайнер,30000.0,,RUR,Челябинск,2022-12-15T11:33:37+0300
789,Product Owner (B2C),,,,Москва,2022-12-15T11:43:28+0300
790,Аналитик,45000.0,128700.0,RUR,Волгоград,2022-12-15T10:02:13+0300
791,PHP-разработчик (Laravel),120000.0,,RUR,Санкт-Петербург,2022-12-15T07:14:23+0300
792,Senior/Lead C# developer,,300000.0,RUR,Казань,2022-12-15T08:49:26+0300
793,Специалист технической поддержки,,,,Санкт-Петербург,2022-12-15T11:53:08+0300
794,Специалист по внедрению и сопровождению продуктов,,,,Самара,2022-12-15T10:28:50+0300
795,Механик автоколонны (большегрузный транспорт),,86000.0,RUR,Воронеж,2022-12-15T10:07:36+0300
796,Главный специалист по предиктивной диагностике в единой службе диагностики дирекции по ремонтам,,,,Кемерово,2022-12-15T07:34:13+0300
797,Руководитель отдела электронной коммерции,7000000.0,15000000.0,UZS,Ташкент,2022-12-15T07:41:57+0300
798,IOS разработчик,,,,Петрозаводск,2022-12-15T08:09:40+0300
799,Product Design Lead (B2B),,,,Москва,2022-12-15T11:09:51+0300
800,Фрезеровщик,,,,Тамбов,2022-12-15T09:36:56+0300
801,Оператор станков с программным управлением,45000.0,,RUR,Семилуки,2022-12-15T10:00:56+0300
802,Web-программист,100000.0,,RUR,Москва,2022-12-15T11:52:29+0300
803,Старший механик комплекса по производству компонентов взрывчатых веществ «участок Березовский»,96500.0,,RUR,Новокузнецк,2022-12-15T08:16:59+0300
804,Менеджер по продажам (со знанием английского языка),60000.0,,RUR,Екатеринбург,2022-12-15T09:19:31+0300
805,Оператор станков с программным управлением,38440.0,49320.0,RUR,Великий Новгород,2022-12-15T09:14:27+0300
806,Эксперт по информационной безопасности,117000.0,,RUR,Екатеринбург,2022-12-15T11:47:05+0300
807,Слесарь по ремонту строительной и грузовой техники,60000.0,,RUR,Воротынск,2022-12-15T09:02:45+0300
808,Администратор проекта,,80000.0,RUR,Набережные Челны,2022-12-15T11:01:48+0300
809,Ведущий системный администратор,45000.0,,RUR,Челябинск,2022-12-15T06:44:55+0300
810,Фрезеровщик,,,,Великие Луки,2022-12-15T09:26:38+0300
811,Менеджер проектов,,,,Санкт-Петербург,2022-12-15T10:22:46+0300
812,Консультант-аналитик 1С,,,,Красноярск,2022-12-15T10:56:38+0300
813,Фрезеровщик,40000.0,,RUR,Воронеж,2022-12-15T11:33:09+0300
814,Фрезеровщик,,,,Вологда,2022-12-15T09:36:56+0300
815,"Руководитель проектов (инфраструктура и связь, 26116)",,,,Москва,2022-12-15T09:11:51+0300
816,Шлифовщик изделий из радиокерамики,55000.0,,RUR,Москва,2022-12-15T11:43:46+0300
817,Data Engineer with Data Architect knowledge,,,,Алматы,2022-12-15T09:25:53+0300
818,Механик по ремонту оборудования,40000.0,50000.0,RUR,Нефтекамск,2022-12-15T07:42:34+0300
819,Оператор станков с программным управлением,45000.0,,RUR,Воронеж,2022-12-15T10:01:20+0300
820,Руководитель департамента по планированию и межзаводской кооперации,,,,Москва,2022-12-15T08:49:44+0300
821,"CPO (Директор по продукту, уровень C-level)",300000.0,,RUR,Москва,2022-12-15T08:09:25+0300
822,Руководитель по информационной безопасности,,,,Москва,2022-12-15T11:49:54+0300
823,Механик по транспорту (ремонту),70000.0,90000.0,RUR,Челябинск,2022-12-15T09:52:50+0300
824,Слесарь-опиловщик,30000.0,50000.0,RUR,Самара,2022-12-15T10:24:46+0300
825,Наладчик станков с ЧПУ,92000.0,,RUR,Санкт-Петербург,2022-12-15T10:10:28+0300
826,Инженер технической поддержки (1 линия),,,,Новосибирск,2022-12-15T08:09:35+0300
827,Frontend Teamlead,,,,Москва,2022-12-15T09:31:37+0300
828,Product Owner / Руководитель направления по разработке продуктов,,,,Москва,2022-12-15T09:56:46+0300
829,Руководитель проектов,75000.0,,RUR,Поварово,2022-12-15T09:27:23+0300
830,Сервисный инженер,40000.0,,RUR,Ижевск,2022-12-15T09:47:22+0300
831,Токарь,,,,Нижний Новгород,2022-12-15T09:44:40+0300
832,Слесарь-ремонтник 5-6 разряд,50000.0,,RUR,Новокузнецк,2022-12-15T11:30:23+0300
833,Специалист отдела информационных технологий,45000.0,,RUR,Горно-Алтайск,2022-12-15T07:10:22+0300
834,Администратор баз данных (MsSQL DBA),,,,Москва,2022-12-15T09:31:22+0300
835,Java-разработчик,,,,Москва,2022-12-15T09:56:18+0300
836,Токарь-расточник,120000.0,130000.0,RUR,Тула,2022-12-15T07:56:24+0300
837,Администратор IT проекта,,,,Москва,2022-12-15T09:32:46+0300
838,Дизайнер,,,,Краснодар,2022-12-15T10:37:48+0300
839,Системный аналитик [IoT Hub],,,,Москва,2022-12-15T10:16:29+0300
840,Инженер-программист сектора программного обеспечения отдела АСУТП,,50000.0,RUR,Стерлитамак,2022-12-15T09:09:38+0300
841,Управляющий холодильниками (фруктохранилище),300000.0,350000.0,KZT,Алматы,2022-12-15T10:29:03+0300
842,Фрезеровщик,,,,Хабаровск,2022-12-15T09:36:56+0300
843,Механик РММ,120000.0,,RUR,Новый Порт,2022-12-15T09:06:58+0300
844,Фрезеровщик,,,,Воронеж,2022-12-15T09:36:56+0300
845,Монтажник РЭАиП,,60000.0,RUR,Омск,2022-12-15T07:17:05+0300
846,Сетевой инженер,,,,Москва,2022-12-15T11:40:24+0300
847,Нагревальщик металла 4 разряда,50000.0,,RUR,Челябинск,2022-12-15T08:45:21+0300
848,Инженер по безопасности дорожного движения,80000.0,90000.0,RUR,Сургут,2022-12-15T09:09:23+0300
849,Специалист по информационной безопасности,25000.0,27000.0,RUR,Иркутск,2022-12-15T10:58:22+0300
850,Java разработчик в продукт Безбумажный офис F.Doc,,,,Новосибирск,2022-12-15T06:15:24+0300
851,Системный инженер,140000.0,,KZT,Уральск,2022-12-15T10:14:56+0300
852,Ведущий инженер-программист технического сопровождения,,,,Москва,2022-12-15T09:38:54+0300
853,Главный специалист Microsoft,,,,Москва,2022-12-15T10:36:47+0300
854,Второй механик,200000.0,,RUR,Владивосток,2022-12-15T09:29:28+0300
855,Фрезеровщик,,,,Кострома,2022-12-15T09:36:56+0300
856,Стажер-разработчик C++ (квантовое распределение ключей),,20000.0,RUR,Томск,2022-12-15T11:37:34+0300
857,Программист 1С (возможен неполный рабочий день),,50000.0,RUR,Новокузнецк,2022-12-15T11:30:22+0300
858,Программист 1С (Удаленно),90000.0,150000.0,RUR,Уфа,2022-12-15T10:17:45+0300
859,Специалист по контенту,,,,Ставрополь,2022-12-15T10:29:46+0300
860,Дизайнер - оператор,40000.0,100000.0,RUR,Тюмень,2022-12-15T11:57:45+0300
861,Инженер по сопровождению продуктовых систем,,,,Москва,2022-12-15T10:41:50+0300
862,Инсталлятор,35000.0,,RUR,Бийск,2022-12-15T08:52:08+0300
863,Специалист первой линии технической поддержки,,,,Ижевск,2022-12-15T07:37:28+0300
864,Инженер-Программист (Микроконтроллеры),50000.0,,RUR,Челябинск,2022-12-15T10:09:31+0300
865,Токарь (оператор на станок с ЧПУ),80000.0,,RUR,Новочеркасск,2022-12-15T11:45:25+0300
866,Фрезеровщик,,,,Самара,2022-12-15T09:36:56+0300
867,Токарь-расточник,126000.0,,RUR,Калуга,2022-12-15T11:02:31+0300
868,Токарь,,85000.0,RUR,Калуга,2022-12-15T11:29:18+0300
869,Наладчик КИПиА,50000.0,,RUR,Кострома,2022-12-15T11:58:23+0300
870,Оператор станка с ЧПУ,,,,Ижевск,2022-12-15T10:08:45+0300
871,Ведущий программист С++ / Senior Developer С++,,,,Москва,2022-12-15T09:10:14+0300
872,Системотехник,50000.0,,RUR,Кемерово,2022-12-15T11:56:12+0300
873,Начальник линейно-кабельного цеха,45000.0,,RUR,Ульяновск,2022-12-15T08:14:11+0300
874,SQL-разработчик middle/senior,,,,Пермь,2022-12-15T08:45:14+0300
875,Главный механик дробильного оборудования,80000.0,,RUR,Елизово,2022-12-15T08:38:34+0300
876,Руководитель группы по подключению и сервисному обслуживанию,65000.0,65000.0,RUR,Челябинск,2022-12-15T08:03:56+0300
877,Оператор сверлильно-присадочного станка с ЧПУ,50000.0,,RUR,Обухово,2022-12-15T10:54:47+0300
878,Фрезеровщик,,,,Тверь,2022-12-15T09:36:56+0300
879,Наладчик BAADER,,,,Владивосток,2022-12-15T09:41:18+0300
880,Инженер технической поддержки,35000.0,45000.0,RUR,Сочи,2022-12-15T09:18:36+0300
881,"Расточник, Ижевск",120000.0,,RUR,Ижевск,2022-12-15T07:33:36+0300
